Jdis,O^z,error,N
0.7,-0.2623869968516768,0.0007586468666899048,1000.0
0.75,-0.25257978023010563,0.000791605465781108,1000.0
0.8,-0.242493870452333,0.0008222579188893854,1000.0
0.85,-0.23289837512341963,0.0008424957411790041,1000.0
0.9,-0.2229040107164124,0.0008674212117594555,1000.0
0.95,-0.21331733788991067,0.000885131317315609,1000.0
1.0,-0.2060438194902835,0.0009001233086283617,1000.0
1.1,-0.18857096664966091,0.0009323759708532138,1000.0
1.2,-0.1734367942019135,0.0009645442102058288,1000.0
1.3,-0.1600043298579892,0.0009732728909426153,1000.0
1.4,-0.14866536260814164,0.0009928976643334229,1000.0
1.5,-0.13648135921740084,0.0009972275019482467,1000.0
