Jdis,O^z,error,N
0.7,-0.21205624187697372,0.0005859867594472612,1000.0
0.75,-0.20091197755297222,0.0005976918710872142,1000.0
0.8,-0.18816727407907344,0.000623341749802503,1000.0
0.85,-0.17903255319533998,0.0006285373862118507,1000.0
0.9,-0.17059954740867053,0.0006376649000031855,1000.0
0.95,-0.16004255828457553,0.0006447059180843797,1000.0
1.0,-0.1511926287995574,0.0006540586128180214,1000.0
1.1,-0.1355378853713304,0.0006616121279581959,1000.0
1.2,-0.11951466652759453,0.0006640976523698654,1000.0
1.3,-0.10642222661808616,0.0006627129382617662,1000.0
1.4,-0.09509983162777262,0.0006577143660015944,1000.0
1.5,-0.085954387784884,0.0006565703250916043,1000.0
