Dimerization,O^z,error
0.0,-0.09114744651454876,0.0
0.05,-0.09236081396678435,0.0
0.1,-0.08645516784204178,0.0
0.15,-0.08797016197398039,0.0
0.2,-0.0839047838627416,0.0
0.25,-0.08058895271196162,0.0
0.3,-0.07439078637125583,0.0
0.35,-0.06819998249900486,0.0
0.4,-0.059415835614912926,0.0
0.45,-0.052011938699884866,0.0
0.5,-0.04056924423389113,0.0
0.55,-0.032182298006452434,0.0
0.6,-0.022412589352259916,0.0
0.65,-0.014526002061714175,0.0
0.7,-0.007032916010446339,0.0
