x1,x2,corr
0,32,0.00046401745020373
1,33,-0.0001540259178581516
2,34,-0.0001540725102774153
3,35,0.003468107022843379
4,36,0.003539076263900171
5,37,0.001466798972218085
6,38,0.001426390381045268
7,39,-0.002798313966140593
8,40,-0.002854584495007213
9,41,0.0005491940141147918
10,42,0.000535874117779161
11,43,0.0002453260202562572
12,44,0.0002532277538488549
13,45,0.0003331548312373086
14,46,0.0003253139179028964
15,47,-0.0003337788683978573
16,48,-0.0003248408195265457
17,49,-0.001774397797614481
18,50,-0.001733849256693202
19,51,0.001411569400425783
20,52,0.001444650609778666
21,53,0.001756045585798115
22,54,0.001705312918433168
23,55,-0.0004765470079708691
24,56,-0.0004650647992838818
25,57,0.0003648890216069372
26,58,0.0003780404278818223
27,59,-0.000102467321297997
28,60,-0.0001162202422946741
29,61,-0.0004477949521071135
30,62,-0.0004482153225890865
31,63,0.0004837142461246604
