Dimerization,ZL,error,N
0.0,0.07742888189213373,0.0032903453164091086,1000.0
0.05,0.07466780204865964,0.003292501631905156,1000.0
0.1,0.06450348115402199,0.003504946094608254,1000.0
0.15,0.045522044309533966,0.003575684905494965,1000.0
0.2,0.02645755541938931,0.003694443881689499,1000.0
0.25,0.0046903364268362745,0.003855616739640877,1000.0
0.3,-0.02049949223293776,0.0038075183583583306,1000.0
0.35,-0.03870733938364077,0.0037503735650075785,1000.0
0.4,-0.05081901253987719,0.0035979595201653856,1000.0
0.45,-0.05791227257323595,0.0035526856963530567,1000.0
0.5,-0.04680046025591254,0.0038420457535994256,1000.0
0.55,-0.02701210628834397,0.0042752725616952755,1000.0
0.6,0.009008530523513957,0.004823515441003163,1000.0
0.65,0.0681085469952863,0.005204750406182782,1000.0
0.7,0.13603783212940557,0.005457733315002079,1000.0
