Dimerization,ZL,error,N
0.0,0.011933651534231355,0.0009685527017593104,5999.0
0.05,0.011276803573689502,0.0009706461210801313,5999.0
0.1,0.007860119600930257,0.000995191307839258,5999.0
0.15,0.006241225472893498,0.001018914093180397,6000.0
0.2,0.003077229272114636,0.001072212165694727,6000.0
0.25,0.0012881471571651337,0.0010853653856930854,6000.0
0.3,-0.0011601195516110522,0.001151500529593007,6000.0
0.35,-0.001503205648112709,0.0012041636696881275,6000.0
0.4,0.001453829885214709,0.0013222853947583485,6000.0
0.45,0.0063405419553135695,0.001452399748916362,6000.0
0.5,0.016377906476159464,0.0015977038276728747,5998.0
