Dimerization,ZL,error,N
0.0,0.004092998545877633,0.0030482889838667187,498.0
0.1,0.004308941315165054,0.0032830399593075854,500.0
0.2,0.008862415887180132,0.003714189448881779,499.0
0.3,0.011092996936705863,0.00411987608994329,500.0
0.4,0.021131965907604952,0.004431441979374144,498.0
0.5,0.03294760988568263,0.005484009627034473,497.0
0.6,0.04869960082689261,0.006768288994918847,500.0
0.7,0.10411564456870216,0.00827841816723216,500.0
0.8,0.19518048805096672,0.010060054150297473,500.0
0.9,0.3499872198110113,0.011153390606332008,500.0
1.0,0.7341029319482433,2.509350169696058e-05,500.0
