Dimerization,ZL,error,N
0.0,0.055549122971158736,0.003190459938824959,1000.0
0.05,0.05262244259670599,0.003271054657977314,1000.0
0.1,0.04013783195142107,0.003384295266948117,1000.0
0.15,0.025020324088512347,0.003576372289666625,1000.0
0.2,0.012279344918944151,0.0035244501845741725,1000.0
0.25,-0.010030317806401814,0.0035165603844605417,1000.0
0.3,-0.02471233719685269,0.003559581761332221,1000.0
0.35,-0.03625020005189634,0.0035892804746498206,1000.0
0.4,-0.039088028966335814,0.0035972441504475722,1000.0
0.45,-0.03543614396326588,0.0039012121004356397,1000.0
0.5,-0.020950227058477107,0.004270568019040659,1000.0
0.55,0.013597476918193102,0.004913545956977656,1000.0
0.6,0.06414437952989742,0.005547483032828732,1000.0
0.65,0.1291541959295777,0.006006916520581,1000.0
0.7,0.20858793511411217,0.006183268268812241,1000.0
