Dimerization,ZL,error,N
0.0,0.08653405436812495,0.0034332431354322196,1000.0
0.05,0.07941202020403555,0.0035541130932686027,1000.0
0.1,0.06462196973027849,0.0036013594949996465,1000.0
0.15,0.04040420109586615,0.003881123945752391,1000.0
0.2,0.016786513563785802,0.003987758903717992,1000.0
0.25,-0.012667769512372544,0.003979579867792071,1000.0
0.3,-0.03732496070434133,0.0038398810768958537,1000.0
0.35,-0.062296917494629865,0.0038221625451072857,1000.0
0.4,-0.06590539830659926,0.003852775122027476,1000.0
0.45,-0.06213216813181787,0.003869968258247069,1000.0
0.5,-0.040181148212882774,0.0043496109589303885,1000.0
0.55,0.003509060173362875,0.005058641245336725,1000.0
0.6,0.06544152293278963,0.0055481640173407325,1000.0
0.65,0.14353106239609822,0.005819109464997113,1000.0
0.7,0.2289994468988961,0.005940200464748642,1000.0
