Dimerization,ZL,error,N
0.0,0.01034220847921706,0.0013428549791147874,3000.0
0.05,0.01350109436860388,0.0013239222112662067,3000.0
0.1,0.008877813784674553,0.001383201938541662,3000.0
0.15,0.005998313128407906,0.0014211385486438942,3000.0
0.2,0.005069484581672266,0.0014388715944548501,2999.0
0.25,0.002079513566229267,0.0015466665156222516,3000.0
0.3,0.0014302699253697483,0.0015909957652860483,3000.0
0.35,0.000824779699950829,0.0017188734624381714,3000.0
0.4,0.002943424646346774,0.0018748490963435354,3000.0
0.45,0.007195889885827787,0.002031172838281198,3000.0
0.5,0.018543831931817564,0.0023204453212195045,3000.0
