Dimerization,ZL,error,N
0.0,0.009616716816801284,0.0016282957334459542,2000.0
0.05,0.01083525139242034,0.0016592415772239484,2000.0
0.1,0.007852214113917276,0.0017048518040563968,2000.0
0.15,0.005559202688582826,0.0017638566454127316,2000.0
0.2,0.004466730388199168,0.0017894433449028608,1999.0
0.25,0.0013391691735366077,0.0019174168374378768,2000.0
0.3,0.0013141122053396328,0.001958905761208143,2000.0
0.35,0.002395784150836081,0.0021124110599537002,2000.0
0.4,0.0031361804077316186,0.0023237260849773736,2000.0
0.45,0.008914626002932451,0.0025477016564740447,2000.0
0.5,0.022473719701790674,0.002898231612482408,2000.0
