Dimerization,ZL,error,N
0.0,0.06787146995220647,0.0032644898699111286,1000.0
0.05,0.06613186228657267,0.003298555362145565,1000.0
0.1,0.053469030277531936,0.0034351292427570452,1000.0
0.15,0.032575886730064084,0.00371909708332025,1000.0
0.2,0.014425610363098822,0.0037810337775763094,1000.0
0.25,-0.00825072573769043,0.0038002232963558744,1000.0
0.3,-0.029016755350558577,0.0036558079495150864,1000.0
0.35,-0.04252904276742899,0.0036572994228566864,1000.0
0.4,-0.053677396281459046,0.00363887453604851,1000.0
0.45,-0.0511493849619914,0.003952388297143876,1000.0
0.5,-0.026663921606082972,0.004389261561968355,1000.0
0.55,0.012178987497926643,0.004953457532311484,1000.0
0.6,0.06637651088271136,0.005574070166716888,1000.0
0.65,0.136167175139891,0.005990505820153424,1000.0
0.7,0.21730313130141288,0.006012134312538627,1000.0
