Jdis,ZL,error,N
0.7,0.18254948110466512,0.0044679973121661,1000.0
0.75,0.1782164334784071,0.004536636309053663,1000.0
0.8,0.17508687175349383,0.004720724227087087,1000.0
0.85,0.17195578005838316,0.004828596753499994,1000.0
0.9,0.16916785630760178,0.004878148038207371,1000.0
0.95,0.16460855939391095,0.004926672431690931,1000.0
1.0,0.15875706681478297,0.005108645016547984,1000.0
1.1,0.15674093199448852,0.005153225415213271,1000.0
1.2,0.14327860239214177,0.005389205099897896,1000.0
1.3,0.13603783212940557,0.005457733315002079,1000.0
1.4,0.12945245787325946,0.005617701871103154,1000.0
1.5,0.12415040665941561,0.005611516468343715,1000.0
