Jdis,ZL,error,N
0.7,0.28841048922265405,0.004570843576871164,1000.0
0.75,0.28229504555521917,0.004705501655364125,1000.0
0.8,0.2782799481997066,0.004850467353471099,1000.0
0.85,0.27044372519171317,0.005069879856196211,1000.0
0.9,0.2672491809337597,0.005153264846793738,1000.0
0.95,0.2618892640535482,0.0053020173449767356,1000.0
1.0,0.2550989491347111,0.005417765904605077,1000.0
1.1,0.24335727816308084,0.005579773891962025,1000.0
1.2,0.2289994468988961,0.005940200464748642,1000.0
1.3,0.21730313130141288,0.006012134312538627,1000.0
1.4,0.20858793511411217,0.006183268268812241,1000.0
1.5,0.2007281256240192,0.006230728003945243,1000.0
