x2-x1,corr
1,0.20651006980002495
2,0.19525884884925726
3,0.04206893200957822
4,0.042887032167686134
5,0.007086948160590654
6,0.007498676672819984
7,-0.00012242922358808695
8,-3.947687839815072e-05
9,-0.0009419369054009044
10,-0.0008238595760032558
11,-0.0006591558663818118
12,-0.0005807242592802296
13,-0.00043157394235138316
14,-0.00030365597666235706
15,-0.00019658606310448925
16,-0.00012012724960135855
17,-9.036879141414505e-05
18,-5.418258937701504e-05
19,-4.743724604377334e-05
20,-6.117072631933992e-05
21,-4.50956293269032e-05
22,-3.309231680171074e-05
23,-2.0453071821640956e-05
24,-9.196167342472825e-06
25,1.876856678496286e-05
26,3.880562535309767e-05
27,5.27861601373421e-05
28,6.730600843241566e-05
29,4.0722229067385856e-05
30,2.016053210351274e-05
31,-2.400196191610791e-06
32,-1.7398675451642614e-05
