Dimerization,O^z,error,N
0.05,-0.03661625524480064,0.00025627181430191846,3000.0
0.1,-0.03558845979653996,0.00025761126593121844,3000.0
0.15,-0.03470066504120863,0.0002541143582223109,3000.0
0.2,-0.03508308346754207,0.00025773743148507604,3000.0
0.25,-0.03106665358543133,0.00024888801508865115,3000.0
0.3,-0.03037572032032198,0.00024328609700480596,3000.0
0.35,-0.027791066710766206,0.00023055168248749705,3000.0
0.4,-0.02573933791053828,0.00022445338049687207,3000.0
0.45,-0.023083175073416742,0.0002155709362207887,3000.0
0.5,-0.019599753067645328,0.00020255794527234002,3000.0
