Jdis,O^z,error,N
0.7,-0.19650485040649815,0.0005225807432571985,1000.0
0.75,-0.1914482084650395,0.0005393745784944625,1000.0
0.8,-0.1897605947016058,0.0005436146842527147,1000.0
0.85,-0.1858159128071509,0.0005579982770779322,1000.0
0.9,-0.17897739734161655,0.0005741497394581372,1000.0
0.95,-0.17316259451513008,0.0005911167985815403,1000.0
1.0,-0.16750604300643845,0.0006020291237978874,1000.0
1.1,-0.15549121760363777,0.0006380121420486438,1000.0
1.2,-0.1410613451380636,0.0006704242118153381,1000.0
1.3,-0.13351217333965817,0.0006700323113835861,1000.0
1.4,-0.1199562815990556,0.0006727954655561674,1000.0
1.5,-0.11037293586679936,0.0006883803857639077,1000.0
