Jdis,O^z,error,N
0.7,-0.2165242764510815,0.0005638764761402477,1000.0
0.75,-0.20813630548846349,0.0005734265672128461,1000.0
0.8,-0.19872667821801923,0.0005902558604337484,1000.0
0.85,-0.18623108945613065,0.000606375867526663,1000.0
0.9,-0.17925973207249327,0.0006208316930503745,1000.0
0.95,-0.16880432937769477,0.0006335554420332852,1000.0
1.0,-0.16093669338679908,0.0006493499383892103,1000.0
1.1,-0.14318938741362214,0.0006567076467351649,1000.0
1.2,-0.12743748988650003,0.0006707051122762143,1000.0
1.3,-0.1141289015626249,0.0006723435702245402,1000.0
1.4,-0.10507313416382356,0.0006557003879279372,1000.0
1.5,-0.0912417400557778,0.0006646309213039383,1000.0
