energy
-102.4417148488646
-101.4579360137318
-101.4579360137314
-101.4579360137311
-101.3787437319663
-101.3787437319659
-101.3787437319654
-101.3132332193664
-101.3132332193659
-101.3132332193656
-101.2443013138063
-101.244301313806
-101.2443013138048
-101.2228846174432
-101.222884617443
-101.2228846174415
-101.1576173653119
-101.1576173653114
-101.1576173653109
-101.1397639265201
-101.1397639265197
-101.1397639265194
-101.0361251781239
-101.0361251781236
-101.0361251781231
-101.0221433386517
-101.0221433386508
-101.0221433386505
-100.9076574422791
-100.9076574422787
-100.907657442278
-100.8569868368666
-100.8569868368664
-100.856986836866
-100.5312968090711
-100.5312968090709
-100.5312968090706
-100.3817664131882
-100.3591406384112
-100.3591406384108
-100.3591406384104
-100.3407817209171
-100.3407817209168
-100.3407817209165
-100.3407817209164
-100.3407817209157
-100.2882068481969
-100.2769328051651
-100.2769328051644
-100.2769328051644
-100.2703785260017
-100.2703785260015
-100.270378526001
-100.257151569017
-100.2571515690167
-100.2571515690164
-100.2571515690164
-100.2571515690155
-100.2077484974243
-100.1944091495299
-100.1944091495291
-100.1944091495288
-100.1848312743956
-100.1848312743951
-100.1848312743946
-100.1848312743944
-100.1848312743934
-100.1697506023237
-100.1680043232296
-100.1680043232286
-100.1680043232283
-100.1509346851084
-100.1509346851083
-100.1509346851074
-100.1509346851073
-100.1509346851067
-100.1479635227326
-100.1169410839175
-100.1169410839173
-100.1169410839169
-100.1169410839168
-100.1169410839159
-100.1141017817081
-100.1141017817078
-100.1141017817072
-100.0925112672458
-100.0925112672453
-100.0925112672452
-100.0784228132743
-100.0484914751465
-100.0452818448796
-100.0452818448794
-100.0452818448793
-100.0452818448787
-100.0452818448787
-100.0147743439093
-100.014774343909
-100.0147743439088
-100.0147743439085
-100.0147743439081
-99.99889185156498
-99.99889185156465
-99.99889185156438
-99.98900203829594
-99.98900203829538
-99.989002038295
-99.9868959621008
-99.9636958932869
-99.96369589328619
-99.9636958932861
-99.96369589328599
-99.96369589328548
-99.9603164489955
-99.96031644899504
-99.96031644899473
-99.93926189861305
-99.93473794048542
-99.91156456342198
-99.91156456342168
-99.91156456342155
-99.91156456342115
-99.91156456342109
-99.89777654843463
-99.89777654843441
-99.89777654843414
-99.8977765484334
-99.89777654843338
-99.89286970892495
-99.89286970892439
-99.89286970892437
-99.88768780517958
-99.86993284961862
-99.86993284961831
-99.86993284961811
-99.86993284961794
-99.86993284961783
-99.85941881768858
-99.85941881768836
-99.85941881768775
-99.84008910080478
-99.84008910080425
-99.84008910080409
-99.82147888788532
-99.80494955718564
-99.80038021443727
-99.80038021443657
-99.80038021443605
-99.80038021443582
-99.80038021443538
-99.79107454049314
-99.79107454049225
-99.79107454049199
-99.78198194768008
-99.7819819476793
-99.78198194767916
-99.77927268704923
-99.77927268704913
-99.77927268704836
-99.77927268704828
-99.77927268704796
-99.76524947011615
-99.74461666479874
