Jdis,ZL,error,N
0.1,-0.842651527442683,0.00031093114716616046,1000.0
0.2,-0.8363965341653229,0.0004315588927246073,1000.0
0.3,-0.8220624186424075,0.0008938617377750209,1000.0
0.4,-0.7935465230081029,0.0018925282105905212,1000.0
0.5,-0.7447952019862334,0.0036263775659744423,1000.0
0.6,-0.672032740620169,0.005689756754327948,1000.0
0.7,-0.5811280014491499,0.007481769166568082,1000.0
0.8,-0.4923515126941595,0.0085685716022426,1000.0
0.9,-0.40488063257544493,0.009254532711303913,1000.0
1.0,-0.31998454101575846,0.00969391989840637,1000.0
1.1,-0.24828939675016162,0.009729963784215258,1000.0
1.2,-0.19353380482092974,0.009424486467071077,1000.0
1.5,-0.07311069545929347,0.008815789693541309,1000.0
1.8,-0.004272291210162803,0.008324946549228269,1000.0
