Dimerization,ZL,error,N
0.0,0.1827211253776991,0.003242479635219736,1000.0
0.05,0.17534958998891859,0.0033878717426339884,1000.0
0.1,0.14703664410601064,0.0037754941507048916,1000.0
0.15,0.10804997240551902,0.0042437166408220124,1000.0
0.2,0.06328051331468539,0.00455603052443758,1000.0
0.25,0.010279392146513572,0.004585886185715821,1000.0
0.3,-0.043966885768288236,0.004496104796720773,1000.0
0.35,-0.09094318791952828,0.004157191219331443,1000.0
0.4,-0.13321005279488837,0.003659108131772445,1000.0
0.45,-0.14702205852601552,0.0034043494356594977,1000.0
0.5,-0.13653331477884592,0.0035780714500861363,1000.0
0.55,-0.09398050590355898,0.004130134601291187,1000.0
0.6,-0.023134520423443484,0.0046004899858350535,1000.0
0.65,0.07318736545087837,0.004820331247662572,1000.0
0.7,0.17508687175349383,0.004720724227087087,1000.0
