Jdis,O^z,error,N
0.7,-0.013086855459987877,0.0001903113509460935,1000.0
0.75,-0.013250070443825902,0.00019824123144363212,1000.0
0.8,-0.0137753903185777,0.00021809859080930955,1000.0
0.85,-0.014016711770764842,0.00022712322506731749,1000.0
0.9,-0.014339890526222277,0.0002370505476348875,1000.0
0.95,-0.014459704587275003,0.0002401406717061875,1000.0
1.0,-0.014383422044380178,0.0002477413401595135,1000.0
1.1,-0.014286926127946893,0.0002518252206477867,1000.0
1.2,-0.015151965829542492,0.0002882094653861188,1000.0
1.3,-0.01588944523188346,0.0003039622246660378,1000.0
1.4,-0.015900785128053745,0.0003140518584858062,1000.0
1.5,-0.014824414247885068,0.0003168089841084228,1000.0
