x2-x1,corr
1,0.1255523201369413
2,0.12136111596573133
3,0.018054106261313086
4,0.018300684272718498
5,0.0017844092510350834
6,0.0018479021772609882
7,-0.0010685766145901738
8,-0.001052261652674426
9,-0.0009739864384778725
10,-0.00037730028085347276
11,-0.00023870586388701184
12,-0.00012096930526114912
13,-7.637295689216972e-05
14,-4.694464073717115e-05
15,-1.4409054869431913e-05
16,3.555559294783053e-06
17,-2.1900354818239067e-05
18,-3.76989986553533e-05
19,-1.51441291224587e-05
20,-6.755079403613073e-06
21,1.6103706288771268e-06
22,1.3739956762532053e-05
23,2.345362115017858e-05
24,3.0686373659686685e-05
25,1.3109518100212068e-05
26,-5.013582850627637e-06
27,3.1042666953506217e-06
28,1.2183944659124221e-05
29,1.200946234728758e-05
30,1.2294163555621972e-05
31,1.5314092878219248e-05
32,1.4101921128198237e-05
