Jdis,ZL,error
0.9,-0.2809140465598491,0.09096028748654991
1.0,-0.168985560504245,0.08710313191908174
1.1,-0.11153842493035011,0.09734827699790635
1.2,-0.03724809419532923,0.1032835804601629
