Jdis,ZL,error,N
0.7,-0.12564133605297556,0.003118511309851985,1000.0
0.75,-0.11491217501918746,0.003239257285913204,1000.0
0.8,-0.10977207633341324,0.003278904103369425,1000.0
0.85,-0.10341415807157874,0.003328966168956704,1000.0
0.9,-0.09394013677180335,0.0032747601364443474,1000.0
0.95,-0.09155066747249688,0.0032042707046153053,1000.0
1.0,-0.08361572138606888,0.00328736333871722,1000.0
1.1,-0.0715801602355431,0.0033181962043012905,1000.0
1.2,-0.057144988026679236,0.003370801488773639,1000.0
1.3,-0.05074861106496332,0.0033585911792690672,1000.0
1.4,-0.04351188369616342,0.0033251073078833077,1000.0
1.5,-0.03916918843812621,0.003194150502814368,1000.0
