Jdis,ZL,error,N
0.7,-0.1888210434546984,0.0037107344540448163,1000.0
0.75,-0.17443997146434426,0.0037980747300945792,1000.0
0.8,-0.15678825026255883,0.0038200320371425435,1000.0
0.85,-0.14131773043922055,0.0038702532582060526,1000.0
0.9,-0.1235596102596944,0.003914153511392025,1000.0
0.95,-0.11379101203383536,0.0039015880838682167,1000.0
1.0,-0.09875795595528863,0.004043579174218545,1000.0
1.1,-0.08249299132754473,0.003931733660350599,1000.0
1.2,-0.06213216813181787,0.003869968258247069,1000.0
1.3,-0.0511493849619914,0.003952388297143876,1000.0
1.4,-0.03543614396326588,0.0039012121004356397,1000.0
1.5,-0.02084358448896845,0.0038387078328689615,1000.0
