Dimerization,ZL,error,N
0.0,0.065468866626473,0.003229852085129817,1000.0
0.05,0.0652684821215101,0.0032467601299770938,1000.0
0.1,0.05135220771310806,0.0033677527151851866,1000.0
0.15,0.03858908107662436,0.0034328978209052976,1000.0
0.2,0.020655375898224526,0.003554365232122224,1000.0
0.25,0.004393723546827243,0.003612240311799131,1000.0
0.3,-0.01994499413155189,0.0036231242830793687,1000.0
0.35,-0.0349449328810475,0.003566635600628587,1000.0
0.4,-0.04021694962825075,0.0035406267071732304,1000.0
0.45,-0.044065736559182334,0.003557799118708026,1000.0
0.5,-0.0392976866539748,0.003787700600325995,1000.0
0.55,-0.01622724582692582,0.004191277476538565,1000.0
0.6,0.012220423522262297,0.004789061062920444,1000.0
0.65,0.06510032642582371,0.0052306261371994735,1000.0
0.7,0.12945245787325946,0.005617701871103154,1000.0
