Jdis,ZL,error,N
0.7,0.043009914034094335,0.005425991502011776,1000.0
0.75,0.0467011209629752,0.005475256090685389,1000.0
0.8,0.05185077939771218,0.00557430925056809,1000.0
0.85,0.05303317248360294,0.005560486813247108,1000.0
0.9,0.054693939387094666,0.005558002176090335,1000.0
0.95,0.052360896986315845,0.005592945735620343,1000.0
1.0,0.058474166651709666,0.005488737326893026,1000.0
1.1,0.06129853913815756,0.005618117144727523,1000.0
1.2,0.06544152293278963,0.0055481640173407325,1000.0
1.3,0.06637651088271136,0.005574070166716888,1000.0
1.4,0.06414437952989742,0.005547483032828732,1000.0
1.5,0.06605159745192146,0.0054220797097004015,1000.0
