Jdis,ZL,error,N
0.7,0.1279659853948929,0.004222410674963027,1000.0
0.75,0.12270720819501345,0.004271034958772586,1000.0
0.8,0.10804997240551902,0.0042437166408220124,1000.0
0.85,0.10087411311529136,0.004198928173889135,1000.0
0.9,0.0960796923059025,0.0042098380010306986,1000.0
0.95,0.0891707315011254,0.00422598777337087,1000.0
1.0,0.08155645897630504,0.004187236968375743,1000.0
1.1,0.06977407763239891,0.0039067812300049316,1000.0
1.2,0.054515373615824925,0.003771929671434201,1000.0
1.3,0.045522044309533966,0.003575684905494965,1000.0
1.4,0.03858908107662436,0.0034328978209052976,1000.0
1.5,0.03357441366746876,0.003377551978795235,1000.0
