Jdis,ZL,error,N
0.7,0.07560865724065145,0.004555150938198821,1000.0
0.75,0.0686010492619194,0.004611699193164345,1000.0
0.8,0.06328051331468539,0.00455603052443758,1000.0
0.85,0.06008738013578511,0.004546371491135877,1000.0
0.9,0.049208951890758974,0.004461052359750755,1000.0
0.95,0.04995791123448302,0.0043006586706057556,1000.0
1.0,0.043691489712169,0.004291008795649444,1000.0
1.1,0.03258559030805165,0.004090345241492635,1000.0
1.2,0.030691145415257307,0.003958204386602175,1000.0
1.3,0.02645755541938931,0.003694443881689499,1000.0
1.4,0.020655375898224526,0.003554365232122224,1000.0
1.5,0.017626919138669452,0.0033643530570421883,1000.0
