Dimerization,ZL,error,N
0.0,0.013986091498599152,0.003286484377690717,500.0
0.2,0.011139101160394578,0.003606998433016466,500.0
0.4,-0.0019596291227230466,0.004139945434972513,500.0
0.6,0.009449475463388765,0.005307274645299025,500.0
0.8,0.10869687726969011,0.007452051750656849,500.0
1.0,0.5368248809034747,2.6289122595202087e-10,500.0
