Dimerization,ZL,error,N
0.0,-0.3741030491319028,0.03094741805041626,100.0
0.05,-0.3318975565665807,0.0309837117546616,100.0
0.1,-0.2741483000037804,0.03329957616622654,100.0
0.15,-0.16772734652807703,0.036531880970876424,100.0
0.2,-0.0441081223894134,0.03660509502472074,100.0
0.25,0.11124360256642996,0.037253001350553566,100.0
0.3,0.22829415302351447,0.03697427987106052,100.0
0.35,0.41270714844224393,0.028124828783235654,100.0
0.4,0.5198050276508984,0.027308780318755117,100.0
0.45,0.6062968593906216,0.020634600294160536,100.0
0.5,0.646252143297755,0.02631754020087974,100.0
0.55,0.7141107823321663,0.019803417262416065,100.0
0.6,0.7756488359451659,0.009225216358280195,100.0
0.65,0.8131423737251307,0.00438509021163898,100.0
0.7,0.8158980159865564,0.016257082424999895,100.0
0.75,0.8291339604584275,0.019424900650052444,100.0
0.8,0.8481343402729538,0.014678639852448747,100.0
0.85,0.866746418716849,0.009343584580078697,100.0
0.9,0.8895092024668644,0.0006821534012396498,100.0
0.95,0.8965714248937647,0.0002955197273368561,100.0
1.0,0.9022252483954195,2.446644596155591e-15,100.0
