Jdis,ZL,error
0.9,-0.4416027183342669,0.008400384830360394
0.95,-0.38761680048033814,0.00883496645470268
1.0,-0.343395754139501,0.009199713968098712
1.05,-0.3043764027718199,0.009097878607728016
1.1,-0.2735368311622251,0.009165133598110513
1.15,-0.23673777051961056,0.009122820170296022
1.2,-0.21141266725356836,0.009110315367610183
