Dimerization,ZL,error,N
0.0,0.14539984806290654,0.003380543678740451,1000.0
0.05,0.1356266995446385,0.003479701447687714,1000.0
0.1,0.12060799414521395,0.0037203364430440085,1000.0
0.15,0.0891707315011254,0.00422598777337087,1000.0
0.2,0.04995791123448302,0.0043006586706057556,1000.0
0.25,0.008149631077934868,0.004529841981136917,1000.0
0.3,-0.034346834903366985,0.004347306773730104,1000.0
0.35,-0.0728408654819607,0.004073718616469885,1000.0
0.4,-0.10379702014495223,0.003657742338911204,1000.0
0.45,-0.11472101210842878,0.003592015070069711,1000.0
0.5,-0.10418714936423613,0.0036786117890080282,1000.0
0.55,-0.0698641938228498,0.004246679553703188,1000.0
0.6,-0.00963029491354349,0.004688517054935093,1000.0
0.65,0.0695310194019583,0.005058803313259474,1000.0
0.7,0.16460855939391095,0.004926672431690931,1000.0
