Jdis,O^z,error,N
0.7,-0.17179675226505653,0.0005080052096176671,1000.0
0.75,-0.1584063049771987,0.0005111668383445385,1000.0
0.8,-0.14673065045792988,0.0005230096410246184,1000.0
0.85,-0.1364177428860622,0.0005196311601053105,1000.0
0.9,-0.1223305960599413,0.000511276977759577,1000.0
0.95,-0.11522811832670804,0.0005039142511284487,1000.0
1.0,-0.1050084555180116,0.0005024736957439344,1000.0
1.1,-0.09121021944398633,0.0004996525417289716,1000.0
1.2,-0.0786559172336082,0.0004849121533562882,1000.0
1.3,-0.06867050743746818,0.00047006659531538547,1000.0
1.4,-0.059415835614912926,0.0004619096594629156,1000.0
1.5,-0.05171441510925778,0.00044607666273316273,1000.0
