Jdis,O^z,error,N
0.7,-0.25096105536807484,0.0007819417431244618,1000.0
0.75,-0.2395986011552105,0.0008218015353848686,1000.0
0.8,-0.22958937044881503,0.0008450582762394169,1000.0
0.85,-0.22107432021104012,0.0008621191385490393,1000.0
0.9,-0.209864417220183,0.000884876823183476,1000.0
0.95,-0.20176736390540242,0.0008946384857301849,1000.0
1.0,-0.19353240510893194,0.0009127763963270895,1000.0
1.1,-0.17581791315668352,0.0009469522257472288,1000.0
1.2,-0.16187469806329088,0.0009593651201756428,1000.0
1.3,-0.1486020421337722,0.0009668652347152248,1000.0
1.4,-0.13698368092858418,0.0009797834312099314,1000.0
1.5,-0.1261713588257112,0.0009797502117458124,1000.0
