Dimerization,ZL,error,N
0.0,0.12607367399907562,0.003552847021812741,1000.0
0.05,0.11484216277989379,0.0037537620577224894,1000.0
0.1,0.09422394500689968,0.004093129472878422,1000.0
0.15,0.06086474858830062,0.004380738509946134,1000.0
0.2,0.025641360292002164,0.004537712506396617,1000.0
0.25,-0.018559736027874668,0.004635273365323617,1000.0
0.3,-0.05802677153838888,0.004341835054717552,1000.0
0.35,-0.08828957344116178,0.004033680800573838,1000.0
0.4,-0.10216385075685445,0.003891647742995114,1000.0
0.45,-0.09875795595528863,0.004043579174218545,1000.0
0.5,-0.07515897240862653,0.004525259663777172,1000.0
0.55,-0.021591744989786717,0.005173091990195134,1000.0
0.6,0.058474166651709666,0.005488737326893026,1000.0
0.65,0.15227872909044593,0.005755989872791308,1000.0
0.7,0.2550989491347111,0.005417765904605077,1000.0
