Dimerization,O^z,error,N
0.1,-0.01933425843178503,0.0005665713039516566,500.0
0.2,-0.019545051822295684,0.000555102565150536,500.0
0.3,-0.01599865203396877,0.0005152902822274886,500.0
0.4,-0.01488843362309549,0.0004924253999305317,499.0
0.5,-0.013379786947532094,0.00048289198004880545,499.0
0.6,-0.007994240236241788,0.00040087299565413063,499.0
0.7,-0.00523002749412623,0.00034234967976848985,499.0
0.8,-0.0021734113627688238,0.00021154833568329658,500.0
0.9,-0.0003637659993509612,0.00013436615721512066,497.0
1.0,-6.790820286568693e-14,9.666157935288885e-14,500.0
