Jdis,ZL,error,N
0.7,0.051715529711843615,0.0040244761732458395,1000.0
0.75,0.05023445592198728,0.004106963086798597,1000.0
0.8,0.049607623001342444,0.0041384683158330665,1000.0
0.85,0.048964589627218814,0.004195408355164602,1000.0
0.9,0.04836437013095225,0.004232554151839918,1000.0
0.95,0.04939672703841748,0.004283326238264439,1000.0
1.0,0.04850433634335961,0.004299667168948089,1000.0
1.1,0.04448343128845633,0.0043799915620779265,1000.0
1.2,0.045458254877224824,0.004456602224759018,1000.0
1.3,0.04321018381434889,0.004515496980927403,1000.0
1.4,0.03813944172680494,0.00455911905530274,1000.0
1.5,0.040725093596483235,0.00448197726774444,1000.0
