Dimerization,ZL,error,N
0.0,-0.2583583233258065,0.01889604176175549,250.0
0.05,-0.23089204377604544,0.01961153203899891,250.0
0.1,-0.190804945191471,0.021323848759694758,250.0
0.15,-0.11753956451445029,0.022428631723193603,250.0
0.2,-0.023329736359855413,0.02277473449574251,250.0
0.25,0.07907502583946442,0.023602861176992163,250.0
0.3,0.18773655207691073,0.022069805945571102,250.0
0.35,0.30942759738988734,0.019876419552440506,250.0
0.4,0.41612037967389853,0.01776638829109429,250.0
0.45,0.49852342203679506,0.01665454378308695,250.0
0.5,0.5732560269158515,0.014344452677503377,250.0
0.55,0.6330056742281698,0.013288895380882732,250.0
0.6,0.6945995824891626,0.00944959131748158,250.0
0.65,0.7253489832817548,0.01023301550273629,250.0
0.7,0.7676930441365544,0.006851642641681164,250.0
0.75,0.7911421598585955,0.006857777410779915,250.0
0.8,0.8173777942800344,0.0060016164219587834,250.0
0.85,0.8386827500188941,0.002077752135511157,250.0
0.9,0.8508885474188174,0.001835687263258009,250.0
0.95,0.8632395610061645,0.0006170203223091048,250.0
1.0,0.8717312889840803,4.10026587518591e-15,250.0
