Dimerization,ZL,error,N
0.0,0.09518948853613063,0.0031096814473894467,1000.0
0.4,0.008400450222881111,0.0033959754303623272,1000.0
0.55,-0.036144878438952525,0.002812848035395735,1000.0
0.6,-0.04482630332919311,0.002534696884643554,1000.0
0.65,-0.045805937185262977,0.002449930886484175,1000.0
0.7,-0.03660951802504375,0.0025572013221317204,1000.0
0.05,0.09538187981633343,0.003134513402530927,1000.0
0.1,0.08681874990168305,0.003223171209597643,1000.0
0.15,0.08075309288753589,0.0032874062266776177,1000.0
0.2,0.06975042553986426,0.0032976753611689016,1000.0
0.25,0.05609282139137822,0.0033115178823702003,1000.0
0.3,0.04230746716279543,0.0034237771535168965,1000.0
0.35,0.024619535978537777,0.0034205829177256478,1000.0
0.45,-0.0070061255501490055,0.003282764198040264,1000.0
0.5,-0.020905717119625165,0.003082072424184563,1000.0
