x1,x2,corr
0,32,-0.003923526763323853
1,33,0.0003338434627435283
2,34,0.0003472218689942116
3,35,0.0003705366524628241
4,36,0.000357178849717569
5,37,-0.0003894658367318
6,38,-0.0003955172586369053
7,39,-0.0006893490903242178
8,40,-0.0006701269416661973
9,41,-0.0004267546537723007
10,42,-0.0004383445302863819
11,43,-0.000439389017094944
12,44,-0.0004270958776533561
13,45,-0.0004173517322931353
14,46,-0.0004049364792022027
15,47,-0.0003733521774009945
16,48,-0.0003761983712169139
17,49,-0.0002017557621902645
18,50,-0.0002029926772467538
19,51,-0.0008693697925055872
20,52,-0.0008806984421642944
21,53,-0.005339980432046471
22,54,-0.005474463603300137
23,55,-0.005254287103875527
24,56,-0.005248188251252194
25,57,0.0003439793968118689
26,58,0.0003396546370881598
27,59,0.0003316267198745816
28,60,0.0003277810001270256
29,61,-0.006855002513019739
30,62,-0.006849968365471852
31,63,-0.004036268683829594
