Jdis,ZL,error,N
0.7,0.20037289996655672,0.002321504161340072,1000.0
0.75,0.19349155580202854,0.0023804524469675046,1000.0
0.8,0.18473327896439473,0.0025680576641798746,1000.0
0.85,0.17788676851559906,0.0026330041917980965,1000.0
0.9,0.16959896895300705,0.002707752894385664,1000.0
0.95,0.15724999059724523,0.004154097773910052,469.0
1.1,0.1403812380939965,0.0028934228750613685,1000.0
1.2,0.12519545997241732,0.0029880977193428647,1000.0
1.3,0.11435871756012471,0.003057733775105425,1000.0
1.4,0.1043356891361347,0.003113683632541111,1000.0
1.5,0.09538187981633343,0.003134513402530927,1000.0
