Jdis,ZL,error,N
0.7,0.20101796640326322,0.0029022409478327987,1000.0
0.75,0.18765467898453153,0.0030409294147761014,1000.0
0.8,0.17725642933178617,0.0031338384788307415,1000.0
0.85,0.1644098241577754,0.003174233894687967,1000.0
0.9,0.15462727718916328,0.003218331612891679,1000.0
0.95,0.1459321209935777,0.0033319148761441074,1000.0
1.0,0.13597744851790883,0.00333281805697656,1000.0
1.1,0.12155446995880805,0.003360602370844554,1000.0
1.2,0.10260220879750163,0.0033952026097514992,1000.0
1.3,0.08794810351224379,0.0034407229667543808,1000.0
1.4,0.07840465817548359,0.0033599737234165806,1000.0
1.5,0.06664351646326819,0.0032415515029855595,1000.0
