Dimerization,ZL,error,N
0.0,0.20495091266162083,0.0022058188950039997,1000.0
0.05,0.20037289996655672,0.002321504161340072,1000.0
0.1,0.19154751617838425,0.0025241730075651206,1000.0
0.15,0.17043313581604827,0.002766090766983932,1000.0
0.2,0.1500516279722133,0.0030159101136658538,1000.0
0.25,0.11931927250766497,0.003281568861326745,1000.0
0.3,0.08515024531356183,0.003403943849886183,1000.0
0.35,0.04543089687406302,0.003375256859627199,1000.0
0.4,0.011088093718542897,0.0032914743704399434,1000.0
0.45,-0.02612305648321971,0.003040424115823029,1000.0
0.5,-0.058903863670163606,0.0026405374531041277,1000.0
0.55,-0.08300983558402455,0.0022045291498017745,1000.0
0.6,-0.09484219626852868,0.001807229122068886,1000.0
0.65,-0.09351852006308162,0.0016644551898688795,1000.0
0.7,-0.07331377370734407,0.0018674454408729683,1000.0
