Jdis,O^z,error,N
0.7,-0.10326406360126067,0.0005788334155125157,1000.0
0.75,-0.09924959056368199,0.000579611564061123,1000.0
0.8,-0.09348024910024631,0.0005764669460962819,1000.0
0.85,-0.08850785700098594,0.0005689954115187997,1000.0
0.9,-0.08308432817502437,0.000564220312797147,1000.0
0.95,-0.07955137566829495,0.0005711766809865576,1000.0
1.0,-0.07540564152722404,0.0005597049067812577,1000.0
1.1,-0.06683907014135236,0.0005637916916965524,1000.0
1.2,-0.060173893360028596,0.0005420646019178583,1000.0
1.3,-0.05635987933073781,0.0005485534622372637,1000.0
1.4,-0.050809040378549,0.0005405044137757005,1000.0
1.5,-0.04554050217046035,0.0005223010546685138,1000.0
