Jdis,ZL,error,N
0.7,-0.14162978990283862,0.0027577832711056863,1000.0
0.75,-0.13090197289574912,0.0028867844801400704,1000.0
0.8,-0.12371004985261162,0.0029680326848883615,1000.0
0.85,-0.11459681504985156,0.0030078214324241108,1000.0
0.9,-0.10734829068906904,0.003060960424156837,1000.0
0.95,-0.1013809915241301,0.003103034041435653,1000.0
1.0,-0.09504527415812394,0.003169396994330584,1000.0
1.1,-0.07896645096564793,0.00323434599000262,1000.0
1.2,-0.0682053075030113,0.003312655551697359,1000.0
1.3,-0.05712904204633275,0.0033029260298563013,1000.0
1.4,-0.04706021384074781,0.0033712877766566523,1000.0
1.5,-0.042064056308298806,0.003374736571873782,1000.0
