Jdis,O^z,error,N
0.0,-0.0004923823041142042,0.0003599902112473291,1.0
0.5,-0.003893485962190979,0.00011985734272275885,500.0
1.0,-0.008862141977969518,0.00033361707715307795,500.0
1.5,-0.0136834335070378,0.0005605681777575956,500.0
2.0,-0.014251297165691037,0.0006411012292198986,500.0
2.5,-0.014168216205237541,0.00072687211975962,500.0
3.0,-0.014105312628252395,0.0007095933650681232,500.0
3.5,-0.013436756390833774,0.000768569061287268,500.0
4.0,-0.013205521168838774,0.000794828978337794,497.0
4.5,-0.011047614038897213,0.0007868337242414392,494.0
5.0,-0.011136754320207892,0.0008731864563765691,485.0
5.5,-0.00931888557351482,0.0008776044204214172,475.0
6.0,-0.006343368249154803,0.0009191690918282189,464.0
