Jdis,ZL,error,N
0.5,0.23515005668161404,0.0007059367773845655,6000.0
1.0,0.153563686021186,0.0011649275490691834,6000.0
1.5,0.09196054471358951,0.0012686762884258525,6000.0
2.0,0.05504502381364214,0.0012061278224193264,6000.0
2.5,0.03406530456058828,0.0010941135154642185,6000.0
3.0,0.022159077691372944,0.001006998680068877,6000.0
3.5,0.01391794665734229,0.0009320092427340476,5998.0
4.0,0.010335223565081203,0.0008812010062705138,5994.0
4.5,0.007126093787248465,0.0008428999441980761,5978.0
5.0,0.005017531470255219,0.0008251519589358825,5967.0
5.5,0.0033937772199605647,0.0008261996040526813,5933.0
6.0,0.003884118541409808,0.0008350762069817328,5891.0
