Jdis,ZL,error,N
0.5,0.29558276224519603,0.0011800925454195895,6000.0
1.0,0.12584858945659724,0.0014643809862290272,6000.0
1.5,0.046071232091076705,0.001261833325340786,6000.0
2.0,0.014349174260492103,0.0010268587169952798,6000.0
2.5,0.006215209724095544,0.000903393646202491,5999.0
3.0,0.0047617578338712075,0.0008668150825512904,5985.0
3.5,0.005658341595059313,0.0009027228478629943,5945.0
4.0,0.005406707160337674,0.0009401312042012217,5837.0
4.5,0.0057278504202937335,0.0010169576630046308,5678.0
5.0,0.0069141429013829135,0.0010880415056852338,5421.0
5.5,0.006724940310659439,0.001186796650377702,5083.0
6.0,0.0077402768338836365,0.001273167882117696,4735.0
