Jdis,ZL,error,N
0.7,0.21802340587475635,0.003416189973021201,1000.0
0.75,0.193431415143011,0.0035580953409224555,1000.0
0.8,0.1795488905767863,0.003529225439425197,1000.0
0.85,0.16351107560091416,0.003561195432431851,1000.0
0.9,0.1499656750161751,0.0036281939719436463,1000.0
0.95,0.13813113432297922,0.003589750278687673,1000.0
1.0,0.12607367399907562,0.003552847021812741,1000.0
1.1,0.10462389171277035,0.0035642663717094193,1000.0
1.2,0.08653405436812495,0.0034332431354322196,1000.0
1.3,0.06787146995220647,0.0032644898699111286,1000.0
1.4,0.055549122971158736,0.003190459938824959,1000.0
1.5,0.04600390249456319,0.003102078915455458,1000.0
