Jdis,ZL,error,N
0.5,0.2596005815372607,0.0009510974453270517,6000.0
1.0,0.13897005899407638,0.0013249089655706446,6000.0
1.5,0.06695766566972741,0.0012883250857345333,6000.0
2.0,0.031139391366730346,0.0011215677685183082,6000.0
2.5,0.01667694011455293,0.0009831216900813425,6000.0
3.0,0.008630418910105728,0.0008947061349238569,6000.0
3.5,0.003988414507564705,0.000843931153417061,5994.0
4.0,0.00503578544831054,0.0008365065294290233,5984.0
4.5,0.0033361723139437604,0.0008404235835282701,5944.0
5.0,0.003929965669343343,0.0008664889726545465,5875.0
5.5,0.0036061901097514328,0.0008998160427625428,5771.0
6.0,0.005326588340433623,0.0009560385785946665,5637.0
