Jdis,ZL,error,N
0.0,0.3878069960848205,0.0,1.0
0.5,0.25870674758847423,0.003206361637642258,500.0
1.0,0.1339617618261382,0.004685726957626017,500.0
1.5,0.06853125280050162,0.004686386123097261,500.0
2.0,0.027586397853487116,0.004099945478470195,500.0
2.5,0.013986091498599152,0.003286484377690717,500.0
3.0,0.00984701663413131,0.0031895372140299306,500.0
3.5,0.004863349864147196,0.003183923146196611,500.0
4.0,0.01041198754296244,0.0031800544652471536,498.0
4.5,0.005596893681932393,0.0030911365176588494,495.0
5.0,0.00723289357423781,0.0031595853459729204,486.0
5.5,0.006682468123874012,0.0032845037700455146,484.0
6.0,0.005917182662461168,0.0035461505070024475,473.0
