Dimerization,O^z,error
0.0,-0.16260477465928866,0.0
0.05,-0.16187425404308078,0.0
0.1,-0.16007889697882818,0.0
0.15,-0.15974557828338867,0.0
0.2,-0.1546508924401465,0.0
0.25,-0.15116342250506082,0.0
0.3,-0.14587742453952676,0.0
0.35,-0.13648135921740084,0.0
0.4,-0.1261713588257112,0.0
0.45,-0.11413752887483948,0.0
0.5,-0.10000314986433953,0.0
0.55,-0.08814860531681445,0.0
0.6,-0.07148334261708511,0.0
0.65,-0.05468276818544384,0.0
0.7,-0.038531243323876516,0.0
