Dimerization,O^z,error
0.0,-0.11037293586679936,0.0
0.05,-0.10863102397499153,0.0
0.1,-0.10730212323220895,0.0
0.15,-0.104293023267321,0.0
0.2,-0.10359792377771405,0.0
0.25,-0.0980798320963837,0.0
0.3,-0.0912417400557778,0.0
0.35,-0.085954387784884,0.0
0.4,-0.07828253234955856,0.0
0.45,-0.06864170914088295,0.0
0.5,-0.05729830552555345,0.0
0.55,-0.04554050217046035,0.0
0.6,-0.034270310218505205,0.0
0.65,-0.024145083813575025,0.0
0.7,-0.014824414247885068,0.0
